doc_uri,doc_id,title,metadata_row_found,aboutTaxon_count,has_aboutTaxon,aboutDisease_count,has_aboutDisease,aboutLocation_count,has_aboutLocation,documentProductionMode_count,has_documentProductionMode,total_structured_fact_count,metadata_aboutTaxon_present,metadata_aboutDisease_present,metadata_aboutLocation_present,metadata_documentProductionMode_present,missing_fact_types,confidence_to_backfill
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_012,FAO_012,Introductions and movement of Penaeus vannamei and Penaeus stylirostris in Asia and the Pacific,True,1,True,0,False,0,False,1,True,2,True,False,True,True,aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_013,FAO_013,Surveillance and zoning for aquatic animal diseases,True,0,False,0,False,1,True,1,True,2,True,False,True,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_014,FAO_014,GLOBEFISH Quarterly Lobster Analysis - February 2026,True,0,False,0,False,1,True,0,False,1,True,False,True,True,aboutTaxon;documentProductionMode,medium
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_015,FAO_015,FAO species catalogue. Vol.13. Marine lobsters of the world. An annotated and illustrated catalogue of marine lobsters known to date,True,0,False,0,False,1,True,0,False,1,True,False,True,True,aboutTaxon;documentProductionMode,medium
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_016,FAO_016,Aquaculture development. 13. Guidelines for ex situ in vitro gene banking of aquatic genetic resources,True,0,False,0,False,1,True,1,True,2,True,False,True,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_017,FAO_017,Survey and evaluation of water qualities. A field guide for managers of inland fisheries and fish farms,True,0,False,0,False,1,True,1,True,2,True,False,True,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_018,FAO_018,Water quality and fish health,True,0,False,0,False,0,False,1,True,1,True,False,True,True,aboutTaxon;aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_019,FAO_019,Understanding and applying risk analysis in aquaculture,True,0,False,0,False,1,True,1,True,2,True,False,True,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_020,FAO_020,Risk Analysis for Movements of Live Aquatic Animals. An introductory training course,True,0,False,0,False,1,True,1,True,2,True,False,True,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_021,FAO_021,Guidelines for Sustainable Aquaculture: Communications handbook and toolkit,True,0,False,0,False,1,True,1,True,2,True,False,True,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_022,FAO_022,Aquaculture development. 4. Ecosystem approach to aquaculture,True,0,False,0,False,1,True,1,True,2,True,False,True,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_023,FAO_023,"Environmental impact assessment and monitoring in aquaculture. Requirements, practices, effectiveness and improvements",True,0,False,0,False,1,True,1,True,2,True,False,True,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_024,FAO_024,Reducing environmental impacts of coastal aquaculture,True,0,False,0,False,0,False,1,True,1,False,False,True,True,aboutLocation,medium
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_025,FAO_025,"Environmental management and environmental impact assessment in aquaculture: Training Workshop for aquaculture managers. Entebbe, Uganda",True,0,False,0,False,0,False,1,True,1,True,False,True,True,aboutTaxon;aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_026,FAO_026,Aquaculture Environmental Impact Assessment,True,0,False,0,False,0,False,1,True,1,True,False,True,True,aboutTaxon;aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_027,FAO_027,Aquaculture Adaptation Framework for Climate Change (Aqua-Adapt),True,0,False,0,False,1,True,1,True,2,True,False,True,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_028,FAO_028,Climate Change Adaptation in Fisheries and Aquaculture. Compilation of initial examples,True,0,False,0,False,1,True,1,True,2,True,False,True,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_029,FAO_029,"Impacts of climate change on fisheries and aquaculture. Synthesis of current knowledge, adaptation and mitigation options",True,0,False,0,False,1,True,1,True,2,True,False,True,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_031,FAO_031,Translating the Guidelines for Sustainable Aquaculture into action. Policy brief,True,0,False,0,False,1,True,1,True,2,True,False,True,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_032,FAO_032,Future pathways for aquaculture and fisheries development in Azerbaijan,True,0,False,0,False,0,False,1,True,1,True,False,True,True,aboutTaxon;aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_033,FAO_033,FAO Reference Centres for Antimicrobial Resistance and Aquaculture Biosecurity. Combating AMR together: ensuring healthy and safe aquatic foods,True,0,False,0,False,1,True,1,True,2,True,False,True,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_034,FAO_034,A survey of national emergency preparedness and response (EPR) systems. FAO Project TCP/INT/3501: Strengthening biosecurity governance and capacities for dealing with the serious shrimp infectious myonecrosis virus (IMNV) disease,True,0,False,0,False,1,True,1,True,2,True,True,True,True,aboutTaxon;aboutDisease,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_035,FAO_035,Health management in Asian aquaculture,True,0,False,0,False,0,False,1,True,1,True,False,True,True,aboutTaxon;aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_036,FAO_036,Strengthening aquaculture health management in Bosnia and Herzegovina,True,0,False,0,False,0,False,1,True,1,True,False,True,True,aboutTaxon;aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_037,FAO_037,Preventing and managing aquatic animal disease risks in aquaculture through a progressive management pathway,True,0,False,0,False,1,True,1,True,2,True,False,True,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_038,FAO_038,Risk management practices of small intensive shrimp farmers in the Mekong Delta of Viet Nam,True,1,True,0,False,1,True,1,True,3,True,False,True,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_039,FAO_039,Promotion of Small-scale Shrimp and Prawn Hatcheries in India and Bangladesh - BOBP/REP/66,True,0,False,0,False,1,True,1,True,2,True,False,True,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_040,FAO_040,An assessment of impacts from shrimp aquaculture in Bangladesh and prospects for improvement,True,0,False,0,False,0,False,0,False,0,True,False,True,True,aboutTaxon;aboutLocation;documentProductionMode,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_041,FAO_041,Guidelines for Sustainable Aquaculture,True,0,False,0,False,1,True,1,True,2,True,False,True,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_042_biosecurity_philippines,FAO_042_biosecurity_philippines,Biosecurity in Aquaculture: Philippines,True,0,False,0,False,0,False,1,True,1,True,False,True,True,aboutTaxon;aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_042_i3720e,FAO_042_i3720e,The State of World Fisheries and Aquaculture 2024 – Blue Transformation in action,True,0,False,0,False,1,True,1,True,2,True,False,True,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_043,FAO_043,Boosting biosecurity in Peru’s shrimp farming industry for sustainable livelihoods,True,0,False,0,False,0,False,1,True,1,True,False,True,True,aboutTaxon;aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_044,FAO_044,Report of the FAO/MARD Technical Workshop on Early Mortality Syndrome (EMS) or Acute Hepatopancreatic Necrosis Syndrome (AHPNS) of Cultured Shrimp,True,0,False,1,True,1,True,1,True,3,True,True,True,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_045,FAO_045,Strengthening Capacity for Dealing with Shrimp Infectious Myonecrosis Virus Disease - TCP/INT/3501,True,0,False,0,False,0,False,1,True,1,True,True,True,True,aboutTaxon;aboutDisease;aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#IJMS_001,IJMS_001,Integrin β Regulates the Hepatopancreas Antiviral Innate Immune System by Affecting the Expression of Antimicrobial Peptides in Penaeus vannamei,True,1,True,1,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_001,NACA_001,"Status, technological innovations, and industry development needs of mud crab (Scylla spp.) aquaculture",True,0,False,0,False,1,True,1,True,2,True,False,True,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_002,NACA_002,Shrimp farm biosecurity in Saudi Arabia: A journey from past practices to future vision,True,1,True,1,True,0,False,1,True,3,True,True,True,True,aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_003,NACA_003,"Report of the fifteenth meeting of the Asia Regional Advisory Group on Aquatic Animal Health, 21-23 November 2016",True,0,False,2,True,2,True,1,True,3,True,True,True,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PLOS_001,PLOS_001,"PmVRP15, a Novel Viral Responsive Protein from the Black Tiger Shrimp, Penaeus monodon, Promoted White Spot Syndrome Virus Replication",True,1,True,1,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_001,PMC_001,"Enterocytozoon hepatopenaei Infection in Shrimp: Diagnosis, Interventions, and Food Safety Guidelines",True,0,False,0,False,0,False,1,True,1,True,True,False,True,aboutTaxon;aboutDisease,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_002,PMC_002,Quantification of Enterocytozoon hepatopenaei (EHP) in Penaeid Shrimps from Southeast Asia and Latin America Using TaqMan Probe-Based Quantitative PCR,True,0,False,0,False,1,True,1,True,2,True,True,True,True,aboutTaxon;aboutDisease,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_003,PMC_003,Ecytonucleospora hepatopenaei (EHP) disease prevalence and mortality in Litopenaeus vannamei: a comparative study from Eastern India shrimp farms,True,1,True,0,False,1,True,1,True,3,True,True,True,True,aboutDisease,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_004,PMC_004,Differential regulation of the eicosanoid biosynthesis pathway in response to Enterocytozoon hepatopenaei infection in Litopenaeus vannamei,True,1,True,0,False,0,False,1,True,2,True,True,False,True,aboutDisease,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_005,PMC_005,Ecytonucleospora hepatopenaei causes lipid droplet depletion and imbalanced lipid metabolism in Penaeus vannamei,True,1,True,0,False,0,False,1,True,2,True,True,False,True,aboutDisease,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_006,PMC_006,Microbial community characterization of shrimp survivors to AHPND challenge test treated with an effective shrimp probiotic (Vibrio diabolicus),True,0,False,2,True,0,False,1,True,2,True,True,False,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_007,PMC_007,"Effects of Feed Mixed with Lactic Acid Bacteria and Carbon, Nitrogen, Phosphorus Supplied to the Water on the Growth and Survival Rate of White Leg Shrimp (Penaeus vannamei) Infected with Acute Hepatopancreatic Necrosis Disease Caused by Vibrio parahaemolyticus",True,1,True,2,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_008,PMC_008,Investigation of the Protective Effect of Probiotic Lactobacillus plantarum Ep-M17 on the Hepatopancreas of Penaeus vannamei,True,1,True,2,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_009,PMC_009,Characterization of Microbiome Diversity in the Digestive Tract of Penaeus vannamei Fed with Probiotics and Challenged with Vibrio parahaemolyticus Acute Hepatopancreatic Necrosis Disease,True,1,True,2,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_010,PMC_010,A Review of the Functional Annotations of Important Genes in the AHPND-Causing pVA1 Plasmid,True,0,False,2,True,0,False,1,True,2,True,True,False,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_011,PMC_011,Structural Insights into the Cytotoxic Mechanism of Vibrio parahaemolyticus PirAvp and PirBvp Toxins,True,1,True,2,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_012,PMC_012,Diagnosis and potential treatments for acute hepatopancreatic necrosis disease (AHPND): a review,True,0,False,2,True,0,False,1,True,2,True,True,False,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_013,PMC_013,Innovative use of squid (Loligo spp.) ink powder as a potent immunostimulant for vannamei shrimp (Litopenaeus vannamei) in the treatment of infectious myonecrosis,True,1,True,0,False,0,False,1,True,2,True,True,False,True,aboutDisease,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_014,PMC_014,"Immune response, gene expression, and intestinal microbial composition of Pacific white shrimp fed with multispecies synbiotic for the prevention of coinfected disease",True,1,True,1,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_015,PMC_015,"Kiam wood, Cotylelobium lanceotatum, extract as a natural antimicrobial agent: protecting Pacific white shrimp, Penaeus vannamei, against vibriosis",True,1,True,1,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_016,PMC_016,Passive Immune-Protection of Litopenaeus vannamei against Vibrio harveyi and Vibrio parahaemolyticus Infections with Anti-Vibrio Egg Yolk (IgY)-Encapsulated Feed,True,1,True,1,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_017,PMC_017,Shrimp shape resistance trait against vibriosis by memorizing the colonization resistance of intestinal microbiota,True,1,True,1,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_018,PMC_018,Transcriptomic insights into the resistance mechanism of Penaeus vannamei against highly lethal Vibrio parahaemolyticus,True,1,True,1,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_019,PMC_019,Isolation and Characterization of Specific Phages to Prepare a Cocktail Preventing Vibrio sp. Va-F3 Infections in Shrimp (Litopenaeus vannamei),True,1,True,1,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_020,PMC_020,Dynamic Interplay of Metabolic and Transcriptional Responses in Shrimp during Early and Late Infection Stages of Enterocytozoon hepatopenaei (EHP),True,1,True,0,False,0,False,1,True,2,True,True,False,True,aboutDisease,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_021,PMC_021,The emerging pathogen Enterocytozoon hepatopenaei drives a degenerative cyclic pattern in the hepatopancreas microbiome of the shrimp (Penaeus vannamei),True,1,True,0,False,0,False,1,True,2,True,True,False,True,aboutDisease,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_022,PMC_022,Immune signaling of Litopenaeus vannamei c-type lysozyme and its role during microsporidian Enterocytozoon hepatopenaei (EHP) infection,True,1,True,0,False,0,False,1,True,2,True,True,False,True,aboutDisease,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_023,PMC_023,A review on molecular detection techniques of white spot syndrome virus: Perspectives of problems and solutions in shrimp farming,True,0,False,1,True,0,False,1,True,2,True,True,False,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_024,PMC_024,Immunostimulants for shrimp aquaculture: paving pathway towards shrimp sustainability,True,1,True,1,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_025,PMC_025,Occurrence of viral pathogens in Penaeus monodon post-larvae from aquaculture hatcheries,True,1,True,1,True,1,True,1,True,4,True,True,True,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_026,PMC_026,Las bolitas Syndrome in Penaeus vannamei Hatcheries in Latin America,True,1,True,1,True,1,True,1,True,4,True,True,True,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_027,PMC_027,"Emergence of decapod hepanhamaparvovirus genotype V and its co-infection with Enterocytozoon hepatopenaei in cultured Penaeus vannamei in Thailand: Evidence from epidemiological, pathogenicity, and microbiome analyses",True,1,True,0,False,0,False,1,True,2,True,True,True,True,aboutDisease;aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_028,PMC_028,"Microbiome of Pacific Whiteleg shrimp reveals differential bacterial community composition between Wild, Aquacultured and AHPND/EMS outbreak conditions",True,1,True,1,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_029,PMC_029,Selection of Lactic Acid Bacteria (LAB) Antagonizing Vibrio parahaemolyticus: The Pathogen of Acute Hepatopancreatic Necrosis Disease (AHPND) in Whiteleg Shrimp (Penaeus vannamei),True,1,True,2,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_030,PMC_030,Microbial signature profiles of Penaeus vannamei larvae in low-survival hatchery tanks affected by vibriosis,True,1,True,2,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_031,PMC_031,"Vibrios Associated with Litopenaeus vannamei Larvae, Postlarvae, Broodstock, and Hatchery Probiotics",True,1,True,1,True,0,False,1,True,3,True,True,True,True,aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_032,PMC_032,"Isolation, characterization, and pathogenicity of a Vibrio parahaemolyticus strain causing translucent post-larvae disease in Penaeus vannamei outside China",True,1,True,1,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_033,PMC_033,Delineating virulence of Vibrio campbellii: a predominant luminescent bacterial pathogen in Indian shrimp hatcheries,True,1,True,1,True,1,True,1,True,4,True,True,True,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_034,PMC_034,Genome Characterization and Infectivity Potential of Vibriophage-φLV6 with Lytic Activity against Luminescent Vibrios of Penaeus vannamei Shrimp Aquaculture,True,1,True,1,True,1,True,1,True,4,True,True,True,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_035,PMC_035,Advanced Pathogen Monitoring in Penaeus vannamei from Three Latin American Regions: Passive Surveillance Part 2,True,1,True,1,True,1,True,1,True,4,True,True,True,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_036,PMC_036,Microbiome of Penaeus vannamei Larvae and Potential Biomarkers Associated With High and Low Survival in Shrimp Hatchery Tanks Affected by Acute Hepatopancreatic Necrosis Disease,True,1,True,2,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_001,SEAFDEC_001,Acute hepatopancreatic necrosis disease (AHPND)) and hepatopancreatic microsporidiosis (HPM)): Two threats to sustainable shrimp aquaculture,True,0,False,1,True,0,False,1,True,2,True,True,False,True,aboutTaxon,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_002,SEAFDEC_002,Status of transboundary diseases of penaeid shrimps in Singapore,True,0,False,2,True,0,False,1,True,2,True,True,True,True,aboutTaxon;aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_003,SEAFDEC_003,Important diseases and practical control measures in shrimp culture in Japan,True,1,True,2,True,0,False,1,True,3,True,True,True,True,aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_004,SEAFDEC_004,Advocating preventive measures that inhibit early mortality syndrome in shrimps,True,2,True,1,True,0,False,1,True,3,True,True,True,True,aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_005,SEAFDEC_005,Status of shrimp health management in Myanmar,True,1,True,1,True,0,False,1,True,3,True,True,True,True,aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_006,SEAFDEC_006,Status of acute hepatopancreatic necrosis disease (AHPND) of cultured shrimps in the Philippines,True,2,True,1,True,0,False,1,True,3,True,True,True,True,aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_007,SEAFDEC_007,"Draft genome sequence of Vibrio parahaemolyticus strain PH1339, which causes acute hepatopancreatic necrosis disease in shrimp in the Philippines",True,1,True,2,True,0,False,1,True,3,True,True,True,True,aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_008,SEAFDEC_008,Current status and impact of early mortality syndrome (EMS)/acute hepatopancreatic necrosis disease (AHPND) and hepatopancreatic microsporidiosis (HPM) outbreaks on Thailand’s shrimp farming,True,2,True,1,True,0,False,1,True,3,True,True,True,True,aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_009,SEAFDEC_009,Current status of acute hepatopancreatic necrosis disease (AHPND) and other transboundary diseases of farmed shrimps in Indonesia,True,0,False,2,True,0,False,1,True,2,True,True,True,True,aboutTaxon;aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_010,SEAFDEC_010,Latest research on acute hepatopancreatic necrosis disease (AHPND) of penaeid shrimps,True,1,True,2,True,0,False,1,True,3,True,True,False,True,,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_011,SEAFDEC_011,Current status of acute hepatopancreatic necrosis disease (AHPND) of farmed shrimp in Malaysia,True,1,True,1,True,0,False,1,True,3,True,True,True,True,aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TCKHTS_001,TCKHTS_001,"Thực trạng môi trường và dịch bệnh tại vùng nuôi tôm trên cát ở Thạch Hà, Cẩm Xuyên và Nghi Xuân, Hà Tĩnh",True,1,True,2,True,0,False,1,True,3,True,True,True,True,aboutLocation,low
http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TCTS_001,TCTS_001,Các bệnh thường gặp trên tôm nước lợ và biện pháp phòng chống hiệu quả,True,2,True,1,True,1,True,1,True,4,True,True,True,True,,low
