query,method,rank,doc_id,title,chunk_id,score,kg_bonus,final_score,query_profile,detected_disease,detected_species,detected_location,detected_mode,kg_detected_disease,kg_detected_species,kg_detected_location,kg_detected_mode,kg_score,kg_bonus_breakdown,kg_penalty_breakdown,kg_explanation,doc_uri_in_kg,kg_direct_match,kg_relation_match,kg_context_match,match_disease,match_species,match_location,match_mode,bonus_breakdown,penalty_breakdown,explanation,detected_entities
bệnh đốm trắng ở tôm thẻ chân trắng,vector,3,TB_007,Bệnh đốm trắng ở tôm nuôi và công nghệ nuôi tôm nhằm phòng bệnh đốm trắng,TB_007_chunk_6,0.5909,,,species_priority,Bệnh đốm trắng,Tôm thẻ chân trắng,,,Bệnh đốm trắng,Tôm thẻ chân trắng,,,,,,,,,,,,,,,,,,"{'disease': ['Bệnh đốm trắng'], 'species': ['Tôm thẻ chân trắng'], 'location': [], 'mode': []}"
bệnh đốm trắng ở tôm thẻ chân trắng,hybrid,1,TB_007,Bệnh đốm trắng ở tôm nuôi và công nghệ nuôi tôm nhằm phòng bệnh đốm trắng,TB_007_chunk_0,0.6316,0.22,1.5816,species_priority,Bệnh đốm trắng,Tôm thẻ chân trắng,,,Bệnh đốm trắng,Tôm thẻ chân trắng,,,0.73,aboutDisease=Bệnh đốm trắng (+0.25); aboutTaxon=Tôm thẻ chân trắng (+0.20); Bệnh đốm trắng->affectsTaxon->Tôm sú (+0.10); Bệnh đốm trắng->affectsTaxon->Tôm thẻ chân trắng (+0.10); Bệnh đốm trắng->causedBy->Virus đốm trắng (WSSV) (+0.08),,"KG direct match: document aboutDisease=Bệnh đốm trắng; KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm sú, and document aboutTaxon=Tôm sú; KG relation match: Bệnh đốm trắng affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV)",http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TB_007,0.45,0.28,0.0,False,True,False,False,match species query=Tôm thẻ chân trắng with doc_term=tôm thẻ chân trắng (+0.22),,"metadata: match species query=Tôm thẻ chân trắng with doc_term=tôm thẻ chân trắng (+0.22); KG: KG direct match: document aboutDisease=Bệnh đốm trắng; KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm sú, and document aboutTaxon=Tôm sú; KG relation match: Bệnh đốm trắng affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV)","{'disease': ['Bệnh đốm trắng'], 'species': ['Tôm thẻ chân trắng'], 'location': [], 'mode': []}"
bệnh đốm trắng ở tôm thẻ chân trắng,hybrid,2,TCKHTS_001,"Thực trạng môi trường và dịch bệnh tại vùng nuôi tôm trên cát ở Thạch Hà, Cẩm Xuyên và Nghi Xuân, Hà Tĩnh",TCKHTS_001_chunk_2,0.6753,0.0,1.3053,species_priority,Bệnh đốm trắng,Tôm thẻ chân trắng,,,Bệnh đốm trắng,Tôm thẻ chân trắng,,,0.63,aboutDisease=Bệnh đốm trắng (+0.25); aboutTaxon=Tôm thẻ chân trắng (+0.20); Bệnh đốm trắng->affectsTaxon->Tôm thẻ chân trắng (+0.10); Bệnh đốm trắng->causedBy->Virus đốm trắng (WSSV) (+0.08),,"KG direct match: document aboutDisease=Bệnh đốm trắng; KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV)",http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TCKHTS_001,0.45,0.18,0.0,False,False,False,False,,,"metadata: no KG match (delta=0); KG: KG direct match: document aboutDisease=Bệnh đốm trắng; KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV)","{'disease': ['Bệnh đốm trắng'], 'species': ['Tôm thẻ chân trắng'], 'location': [], 'mode': []}"
bệnh đốm trắng ở tôm thẻ chân trắng,hybrid,3,SEAFDEC_006,Status of acute hepatopancreatic necrosis disease (AHPND) of cultured shrimps in the Philippines,SEAFDEC_006_chunk_7,0.5852,0.0,0.9852,species_priority,Bệnh đốm trắng,Tôm thẻ chân trắng,,,Bệnh đốm trắng,Tôm thẻ chân trắng,,,0.4,aboutTaxon=Tôm thẻ chân trắng (+0.20); Bệnh đốm trắng->affectsTaxon->Tôm sú (+0.10); Bệnh đốm trắng->affectsTaxon->Tôm thẻ chân trắng (+0.10),,"KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm sú, and document aboutTaxon=Tôm sú; KG relation match: Bệnh đốm trắng affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng",http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_006,0.2,0.2,0.0,False,False,False,False,,,"metadata: no KG match (delta=0); KG: KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Bệnh đốm trắng affectsTaxon Tôm sú, and document aboutTaxon=Tôm sú; KG relation match: Bệnh đốm trắng affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng","{'disease': ['Bệnh đốm trắng'], 'species': ['Tôm thẻ chân trắng'], 'location': [], 'mode': []}"
bệnh đốm trắng ở tôm thẻ chân trắng,hybrid,4,PMC_023,A review on molecular detection techniques of white spot syndrome virus: Perspectives of problems and solutions in shrimp farming,PMC_023_chunk_157,0.5781,0.0,0.9081,species_priority,Bệnh đốm trắng,Tôm thẻ chân trắng,,,Bệnh đốm trắng,Tôm thẻ chân trắng,,,0.33,aboutDisease=Bệnh đốm trắng (+0.25); Bệnh đốm trắng->causedBy->Virus đốm trắng (WSSV) (+0.08),,"KG direct match: document aboutDisease=Bệnh đốm trắng; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV)",http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_023,0.25,0.08,0.0,False,False,False,False,,,"metadata: no KG match (delta=0); KG: KG direct match: document aboutDisease=Bệnh đốm trắng; KG relation match: Bệnh đốm trắng causedBy Virus đốm trắng (WSSV), and document has pathogen=Virus đốm trắng (WSSV)","{'disease': ['Bệnh đốm trắng'], 'species': ['Tôm thẻ chân trắng'], 'location': [], 'mode': []}"
bệnh đốm trắng ở tôm thẻ chân trắng,hybrid,5,FAO_009,Asia diagnostic guide to aquatic animal diseases,FAO_009_chunk_696,0.5808,0.0,0.4008,species_priority,Bệnh đốm trắng,Tôm thẻ chân trắng,,,Bệnh đốm trắng,Tôm thẻ chân trắng,,,-0.18,,missing disease evidence (-0.18),KG penalty: query has specific disease but document has no disease direct/relation evidence,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_009,-0.18,0.0,0.0,False,False,False,False,,,metadata: no KG match (delta=0); KG: KG penalty: query has specific disease but document has no disease direct/relation evidence,"{'disease': ['Bệnh đốm trắng'], 'species': ['Tôm thẻ chân trắng'], 'location': [], 'mode': []}"
nuôi tôm hùm ở Khánh Hòa,vector,1,RIA3_001,Quy hoạch nuôi tôm hùm đến năm 2020 và định hướng đến 2030,RIA3_001_chunk_154,0.8357,,,species_priority,,lobster,Khanh Hoa,,,lobster,Khanh Hoa,,,,,,,,,,,,,,,,,"{'disease': [], 'species': ['lobster'], 'location': ['Khanh Hoa'], 'mode': []}"
nuôi tôm hùm ở Khánh Hòa,vector,2,RIA3_001,Quy hoạch nuôi tôm hùm đến năm 2020 và định hướng đến 2030,RIA3_001_chunk_315,0.8287,,,species_priority,,lobster,Khanh Hoa,,,lobster,Khanh Hoa,,,,,,,,,,,,,,,,,"{'disease': [], 'species': ['lobster'], 'location': ['Khanh Hoa'], 'mode': []}"
nuôi tôm hùm ở Khánh Hòa,vector,3,RIA3_001,Quy hoạch nuôi tôm hùm đến năm 2020 và định hướng đến 2030,RIA3_001_chunk_106,0.8092,,,species_priority,,lobster,Khanh Hoa,,,lobster,Khanh Hoa,,,,,,,,,,,,,,,,,"{'disease': [], 'species': ['lobster'], 'location': ['Khanh Hoa'], 'mode': []}"
nuôi tôm hùm ở Khánh Hòa,hybrid,1,RIA3_001,Quy hoạch nuôi tôm hùm đến năm 2020 và định hướng đến 2030,RIA3_001_chunk_154,0.8357,0.35,1.6057,species_priority,,lobster,Khanh Hoa,,,lobster,Khanh Hoa,,0.42,aboutTaxon=Tôm hùm bông (+0.20); aboutLocation=Ven biển Khánh Hòa (+0.10); Tôm hùm bông->isFoundIn->Ven biển Khánh Hòa (+0.12),,"KG direct match: document aboutTaxon=Tôm hùm bông; KG direct match: document aboutLocation=Ven biển Khánh Hòa; KG relation match: Tôm hùm bông isFoundIn Ven biển Khánh Hòa, query location matches species range",http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#RIA3_001,0.3,0.12,0.0,False,True,True,False,match species query=lobster with doc_term=lobster (+0.22); match location query=Khanh Hoa with doc_term=Khánh Hòa (+0.08); species-location synergy (+0.05),,"metadata: match species query=lobster with doc_term=lobster (+0.22); match location query=Khanh Hoa with doc_term=Khánh Hòa (+0.08); species-location synergy (+0.05); KG: KG direct match: document aboutTaxon=Tôm hùm bông; KG direct match: document aboutLocation=Ven biển Khánh Hòa; KG relation match: Tôm hùm bông isFoundIn Ven biển Khánh Hòa, query location matches species range","{'disease': [], 'species': ['lobster'], 'location': ['Khanh Hoa'], 'mode': []}"
nuôi tôm hùm ở Khánh Hòa,hybrid,2,FAO_015,FAO species catalogue. Vol.13. Marine lobsters of the world. An annotated and illustrated catalogue of marine lobsters known to date,FAO_015_chunk_5,0.7818,0.22,1.1118,species_priority,,lobster,Khanh Hoa,,,lobster,Khanh Hoa,,0.23,aboutTaxon=Tôm hùm bông (+0.20); Tôm hùm bông->isFoundIn->Ven biển Khánh Hòa (+0.12),aquaculture+regional intent vs capture fisheries mode (-0.09),"KG direct match: document aboutTaxon=Tôm hùm bông; KG relation match: Tôm hùm bông isFoundIn Ven biển Khánh Hòa, query location matches species range; KG penalty: query expresses aquaculture (nuoi) in a regional site; document production mode is capture/market fisheries (Generic_CaptureFisheries)",http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_015,0.11,0.12,0.0,False,True,False,False,match species query=lobster with doc_term=lobster (+0.22),,"metadata: match species query=lobster with doc_term=lobster (+0.22); KG: KG direct match: document aboutTaxon=Tôm hùm bông; KG relation match: Tôm hùm bông isFoundIn Ven biển Khánh Hòa, query location matches species range; KG penalty: query expresses aquaculture (nuoi) in a regional site; document production mode is capture/market fisheries (Generic_CaptureFisheries); intent penalty: local aquaculture query vs capture/market doc (-0.12)","{'disease': [], 'species': ['lobster'], 'location': ['Khanh Hoa'], 'mode': []}"
nuôi tôm hùm ở Khánh Hòa,hybrid,3,NACA_001,"Status, technological innovations, and industry development needs of mud crab (Scylla spp.) aquaculture",NACA_001_chunk_220,0.679,0.0,0.679,species_priority,,lobster,Khanh Hoa,,,lobster,Khanh Hoa,,0.0,,,,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_001,0.0,0.0,0.0,False,False,False,False,,,no KG match (delta=0),"{'disease': [], 'species': ['lobster'], 'location': ['Khanh Hoa'], 'mode': []}"
nuôi tôm hùm ở Khánh Hòa,hybrid,4,FAO_029,"Impacts of climate change on fisheries and aquaculture. Synthesis of current knowledge, adaptation and mitigation options",FAO_029_chunk_1039,0.6838,0.0,0.5638,species_priority,,lobster,Khanh Hoa,,,lobster,Khanh Hoa,,0.0,,,,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_029,0.0,0.0,0.0,False,False,False,False,,,no KG match (delta=0); intent penalty: local aquaculture query vs capture/market doc (-0.12),"{'disease': [], 'species': ['lobster'], 'location': ['Khanh Hoa'], 'mode': []}"
infectious myonecrosis,vector,1,FAO_010,Shrimp infectious myonecrosis strategy manual,FAO_010_chunk_31,0.6177,,,disease_priority,IMN,,,,IMN,,,,,,,,,,,,,,,,,,,"{'disease': ['IMN'], 'species': [], 'location': [], 'mode': []}"
infectious myonecrosis,vector,2,FAO_045,Strengthening Capacity for Dealing with Shrimp Infectious Myonecrosis Virus Disease - TCP/INT/3501,FAO_045_chunk_0,0.6146,,,disease_priority,IMN,,,,IMN,,,,,,,,,,,,,,,,,,,"{'disease': ['IMN'], 'species': [], 'location': [], 'mode': []}"
infectious myonecrosis,vector,3,FAO_010,Shrimp infectious myonecrosis strategy manual,FAO_010_chunk_11,0.5959,,,disease_priority,IMN,,,,IMN,,,,,,,,,,,,,,,,,,,"{'disease': ['IMN'], 'species': [], 'location': [], 'mode': []}"
infectious myonecrosis,hybrid,1,FAO_010,Shrimp infectious myonecrosis strategy manual,FAO_010_chunk_31,0.6177,0.35,1.3977,disease_priority,IMN,,,,IMN,,,,0.43,aboutDisease=Infectious myonecrosis (+0.25); Infectious myonecrosis->affectsTaxon->Tôm thẻ chân trắng (+0.10); Infectious myonecrosis->causedBy->Infectious myonecrosis virus (+0.08),,"KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus",http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_010,0.25,0.18,0.0,True,False,False,False,match disease query=IMN with doc_term=IMN (+0.35),,"metadata: match disease query=IMN with doc_term=IMN (+0.35); KG: KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus","{'disease': ['IMN'], 'species': [], 'location': [], 'mode': []}"
infectious myonecrosis,hybrid,2,PMC_014,"Immune response, gene expression, and intestinal microbial composition of Pacific white shrimp fed with multispecies synbiotic for the prevention of coinfected disease",PMC_014_chunk_5,0.5493,0.35,1.3293,disease_priority,IMN,,,,IMN,,,,0.43,aboutDisease=Infectious myonecrosis (+0.25); Infectious myonecrosis->affectsTaxon->Tôm thẻ chân trắng (+0.10); Infectious myonecrosis->causedBy->Infectious myonecrosis virus (+0.08),,"KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus",http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_014,0.25,0.18,0.0,True,False,False,False,match disease query=IMN with doc_term=IMN (+0.35),,"metadata: match disease query=IMN with doc_term=IMN (+0.35); KG: KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus","{'disease': ['IMN'], 'species': [], 'location': [], 'mode': []}"
infectious myonecrosis,hybrid,3,FAO_045,Strengthening Capacity for Dealing with Shrimp Infectious Myonecrosis Virus Disease - TCP/INT/3501,FAO_045_chunk_0,0.6146,0.35,1.2946,disease_priority,IMN,,,,IMN,,,,0.33,aboutDisease=Infectious myonecrosis (+0.25); Infectious myonecrosis->causedBy->Infectious myonecrosis virus (+0.08),,"KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus",http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_045,0.25,0.08,0.0,True,False,False,False,match disease query=IMN with doc_term=IMN (+0.35),,"metadata: match disease query=IMN with doc_term=IMN (+0.35); KG: KG direct match: document aboutDisease=Infectious myonecrosis; KG relation match: Infectious myonecrosis causedBy Infectious myonecrosis virus, and document has pathogen=Infectious myonecrosis virus","{'disease': ['IMN'], 'species': [], 'location': [], 'mode': []}"
infectious myonecrosis,hybrid,4,TCTS_001,Các bệnh thường gặp trên tôm nước lợ và biện pháp phòng chống hiệu quả,TCTS_001_chunk_8,0.5176,-0.18,0.5376,disease_priority,IMN,,,,IMN,,,,0.2,Infectious myonecrosis->affectsTaxon->Tôm thẻ chân trắng (+0.10); Infectious myonecrosis->affectsTaxon->Tôm sú (+0.10),,"KG relation match: Infectious myonecrosis affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Infectious myonecrosis affectsTaxon Tôm sú, and document aboutTaxon=Tôm sú",http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TCTS_001,0.0,0.2,0.0,False,False,False,False,,miss disease (-0.18),"metadata: miss disease (-0.18); KG: KG relation match: Infectious myonecrosis affectsTaxon Tôm thẻ chân trắng, and document aboutTaxon=Tôm thẻ chân trắng; KG relation match: Infectious myonecrosis affectsTaxon Tôm sú, and document aboutTaxon=Tôm sú","{'disease': ['IMN'], 'species': [], 'location': [], 'mode': []}"
