doc_id,title,file_path,chunk_count,in_chunks_meta
FAO_044,Report of the FAO/MARD Technical Workshop on Early Mortality Syndrome (EMS) or Acute Hepatopancreatic Necrosis Syndrome (AHPNS) of Cultured Shrimp,data/raw_docs/FAO_044_i2734e03i.pdf,201,YES
FAO_045,Strengthening Capacity for Dealing with Shrimp Infectious Myonecrosis Virus Disease - TCP/INT/3501,data/raw_docs/FAO_045_ca6163en.pdf,7,YES
HUIB_001,Khả năng hình thành màng sinh học và tính kháng kháng sinh của Vibrio parahaemolyticus phân lập từ tôm hùm Panulirus spp. nuôi,data/raw_docs/HUIB_001_vibrio_biofilm_khang_khang_sinh_tom_hum.pdf,32,YES
IJMS_001,Integrin β Regulates the Hepatopancreas Antiviral Innate Immune System by Affecting the Expression of Antimicrobial Peptides in Penaeus vannamei,data/raw_docs/IJMS_001_ijms26178478.pdf,92,YES
JFST_001,"Nuôi cá chẽm (Lates calcarifer, Bloch, 1790) thương phẩm trong hệ thống “sông trong ao” tại Khánh Hòa",data/raw_docs/JFST_001_nuoi_ca_chem_song_trong_ao_khanh_hoa.pdf,43,YES
KKTY_001,Tỷ lệ nhiễm và mức độ mẫn cảm kháng sinh của vi khuẩn Vibrio parahaemolyticus phân lập từ tôm hùm bông (Panulirus ornatus) nuôi lồng ở vùng biển tỉnh Phú Yên,data/raw_docs/KKTY_001_vibrio_khang_sinh_tom_hum_bong_phu_yen.pdf,30,YES
KNQG_001,"Phát triển nuôi cá lồng bè trên biển bền vững, thích ứng biến đổi khí hậu",data/raw_docs/KNQG_001_phat_trien_nuoi_ca_long_be_tren_bien.pdf,332,YES
KNQG_002,Kỹ thuật nuôi tôm hùm lồng và các biện pháp phòng trị bệnh,data/raw_docs/KNQG_002_ky_thuat_nuoi_tom_hum_long_phong_tri_benh.pdf,0,NO
MDPI_001,"Prevalence of Vibrio parahaemolyticus Causing Acute Hepatopancreatic Necrosis Disease of Shrimp in Shrimp, Molluscan Shellfish and Water Samples in the Mekong Delta, Vietnam",data/raw_docs/MDPI_001_vibrio_ahpnd_mekong_delta.pdf,48,YES
NACA_001,"Status, technological innovations, and industry development needs of mud crab (Scylla spp.) aquaculture",data/raw_docs/NACA_001_1737869839.pdf,1590,YES
NACA_002,Shrimp farm biosecurity in Saudi Arabia: A journey from past practices to future vision,data/raw_docs/NACA_002_1749824700.pdf,15,YES
NACA_003,"Report of the fifteenth meeting of the Asia Regional Advisory Group on Aquatic Animal Health, 21-23 November 2016",data/raw_docs/NACA_003_1494554353.pdf,211,YES
PLOS_001,"PmVRP15, a Novel Viral Responsive Protein from the Black Tiger Shrimp, Penaeus monodon, Promoted White Spot Syndrome Virus Replication",data/raw_docs/PLOS_001_pone.0091930.pdf,77,YES
PMC_001,"Enterocytozoon hepatopenaei Infection in Shrimp: Diagnosis, Interventions, and Food Safety Guidelines",data/raw_docs/PMC_001_PMC10820212.pdf,65,YES
PMC_002,Quantification of Enterocytozoon hepatopenaei (EHP) in Penaeid Shrimps from Southeast Asia and Latin America Using TaqMan Probe-Based Quantitative PCR,data/raw_docs/PMC_002_PMC6963587.pdf,28,YES
PMC_003,Ecytonucleospora hepatopenaei (EHP) disease prevalence and mortality in Litopenaeus vannamei: a comparative study from Eastern India shrimp farms,data/raw_docs/PMC_003_PMC11657822.pdf,87,YES
PMC_004,Differential regulation of the eicosanoid biosynthesis pathway in response to Enterocytozoon hepatopenaei infection in Litopenaeus vannamei,data/raw_docs/PMC_004_PMC12128546.pdf,118,YES
PMC_005,Ecytonucleospora hepatopenaei causes lipid droplet depletion and imbalanced lipid metabolism in Penaeus vannamei,data/raw_docs/PMC_005_PMC12552485.pdf,89,YES
PMC_006,Microbial community characterization of shrimp survivors to AHPND challenge test treated with an effective shrimp probiotic (Vibrio diabolicus),data/raw_docs/PMC_006_PMC8042889.pdf,147,YES
PMC_007,"Effects of Feed Mixed with Lactic Acid Bacteria and Carbon, Nitrogen, Phosphorus Supplied to the Water on the Growth and Survival Rate of White Leg Shrimp (Penaeus vannamei) Infected with Acute Hepatopancreatic Necrosis Disease Caused by Vibrio parahaemolyticus",data/raw_docs/PMC_007_PMC8067269.pdf,83,YES
PMC_008,Investigation of the Protective Effect of Probiotic Lactobacillus plantarum Ep-M17 on the Hepatopancreas of Penaeus vannamei,data/raw_docs/PMC_008_PMC11611405.pdf,140,YES
PMC_009,Characterization of Microbiome Diversity in the Digestive Tract of Penaeus vannamei Fed with Probiotics and Challenged with Vibrio parahaemolyticus Acute Hepatopancreatic Necrosis Disease,data/raw_docs/PMC_009_PMC12030750.pdf,95,YES
PMC_010,A Review of the Functional Annotations of Important Genes in the AHPND-Causing pVA1 Plasmid,data/raw_docs/PMC_010_PMC7409025.pdf,81,YES
PMC_011,Structural Insights into the Cytotoxic Mechanism of Vibrio parahaemolyticus PirAvp and PirBvp Toxins,data/raw_docs/PMC_011_PMC5742833.pdf,61,YES
PMC_012,Diagnosis and potential treatments for acute hepatopancreatic necrosis disease (AHPND): a review,data/raw_docs/PMC_012_PMC7223513.pdf,87,YES
PMC_013,Innovative use of squid (Loligo spp.) ink powder as a potent immunostimulant for vannamei shrimp (Litopenaeus vannamei) in the treatment of infectious myonecrosis,data/raw_docs/PMC_013_PMC12825151.pdf,74,YES
PMC_014,"Immune response, gene expression, and intestinal microbial composition of Pacific white shrimp fed with multispecies synbiotic for the prevention of coinfected disease",data/raw_docs/PMC_014_PMC9531857.pdf,50,YES
PMC_015,"Kiam wood, Cotylelobium lanceotatum, extract as a natural antimicrobial agent: protecting Pacific white shrimp, Penaeus vannamei, against vibriosis",data/raw_docs/PMC_015_PMC12006376.pdf,113,YES
PMC_016,Passive Immune-Protection of Litopenaeus vannamei against Vibrio harveyi and Vibrio parahaemolyticus Infections with Anti-Vibrio Egg Yolk (IgY)-Encapsulated Feed,data/raw_docs/PMC_016_PMC4815145.pdf,55,YES
PMC_017,Shrimp shape resistance trait against vibriosis by memorizing the colonization resistance of intestinal microbiota,data/raw_docs/PMC_017_PMC11223889.pdf,136,YES
PMC_018,Transcriptomic insights into the resistance mechanism of Penaeus vannamei against highly lethal Vibrio parahaemolyticus,data/raw_docs/PMC_018_PMC12008197.pdf,123,YES
PMC_019,Isolation and Characterization of Specific Phages to Prepare a Cocktail Preventing Vibrio sp. Va-F3 Infections in Shrimp (Litopenaeus vannamei),data/raw_docs/PMC_019_PMC6797625.pdf,91,YES
PMC_020,Dynamic Interplay of Metabolic and Transcriptional Responses in Shrimp during Early and Late Infection Stages of Enterocytozoon hepatopenaei (EHP),data/raw_docs/PMC_020_PMC10701378.pdf,147,YES
PMC_021,The emerging pathogen Enterocytozoon hepatopenaei drives a degenerative cyclic pattern in the hepatopancreas microbiome of the shrimp (Penaeus vannamei),data/raw_docs/PMC_021_PMC9427843.pdf,105,YES
PMC_022,Immune signaling of Litopenaeus vannamei c-type lysozyme and its role during microsporidian Enterocytozoon hepatopenaei (EHP) infection,data/raw_docs/PMC_022_PMC11081493.pdf,89,YES
PMC_023,A review on molecular detection techniques of white spot syndrome virus: Perspectives of problems and solutions in shrimp farming,data/raw_docs/PMC_023_PMC10229113.pdf,210,YES
PMC_024,Immunostimulants for shrimp aquaculture: paving pathway towards shrimp sustainability,data/raw_docs/PMC_024_PMC9139878.pdf,138,YES
PMC_025,Occurrence of viral pathogens in Penaeus monodon post-larvae from aquaculture hatcheries,data/raw_docs/PMC_025_PMC4510448.pdf,45,YES
PMC_026,Las bolitas Syndrome in Penaeus vannamei Hatcheries in Latin America,data/raw_docs/PMC_026_PMC11205452.pdf,93,YES
PMC_027,"Emergence of decapod hepanhamaparvovirus genotype V and its co-infection with Enterocytozoon hepatopenaei in cultured Penaeus vannamei in Thailand: Evidence from epidemiological, pathogenicity, and microbiome analyses",data/raw_docs/PMC_027_PMC12745081.pdf,84,YES
PMC_028,"Microbiome of Pacific Whiteleg shrimp reveals differential bacterial community composition between Wild, Aquacultured and AHPND/EMS outbreak conditions",data/raw_docs/PMC_028_PMC5603525.pdf,127,YES
PMC_029,Selection of Lactic Acid Bacteria (LAB) Antagonizing Vibrio parahaemolyticus: The Pathogen of Acute Hepatopancreatic Necrosis Disease (AHPND) in Whiteleg Shrimp (Penaeus vannamei),data/raw_docs/PMC_029_PMC6955853.pdf,72,YES
PMC_030,Microbial signature profiles of Penaeus vannamei larvae in low-survival hatchery tanks affected by vibriosis,data/raw_docs/PMC_030_PMC10476614.pdf,95,YES
PMC_031,"Vibrios Associated with Litopenaeus vannamei Larvae, Postlarvae, Broodstock, and Hatchery Probiotics",data/raw_docs/PMC_031_PMC91383.pdf,54,YES
PMC_032,"Isolation, characterization, and pathogenicity of a Vibrio parahaemolyticus strain causing translucent post-larvae disease in Penaeus vannamei outside China",data/raw_docs/PMC_032_PMC12435696.pdf,80,YES
PMC_033,Delineating virulence of Vibrio campbellii: a predominant luminescent bacterial pathogen in Indian shrimp hatcheries,data/raw_docs/PMC_033_PMC8339124.pdf,110,YES
PMC_034,Genome Characterization and Infectivity Potential of Vibriophage-φLV6 with Lytic Activity against Luminescent Vibrios of Penaeus vannamei Shrimp Aquaculture,data/raw_docs/PMC_034_PMC10141217.pdf,117,YES
PMC_035,Advanced Pathogen Monitoring in Penaeus vannamei from Three Latin American Regions: Passive Surveillance Part 2,data/raw_docs/PMC_035_PMC11861540.pdf,124,YES
PMC_036,Microbiome of Penaeus vannamei Larvae and Potential Biomarkers Associated With High and Low Survival in Shrimp Hatchery Tanks Affected by Acute Hepatopancreatic Necrosis Disease,data/raw_docs/PMC_036_PMC9125206.pdf,99,YES
RIA3_001,Quy hoạch nuôi tôm hùm đến năm 2020 và định hướng đến 2030,data/raw_docs/RIA3_001_quy_hoach_nuoi_tom_hum_2030.pdf,363,YES
RIA3_002,"TBKQ - Quan trắc, cảnh báo môi trường vùng nuôi tôm hùm trong và sau mưa lũ tỉnh Phú Yên, Khánh Hòa",data/raw_docs/RIA3_002_TBKQ_QTDX_PhuYen_KhanhHoa_17112023.pdf,0,NO
RIA3_003,Bản tin thông báo kết quả quan trắc (Đợt 14) tại một số tỉnh trọng điểm khu vực Nam Trung Bộ,data/raw_docs/RIA3_003_TBKQ_QTMT_DOT14_T6_2025.pdf,0,NO
SEAFDEC_001,Acute hepatopancreatic necrosis disease (AHPND)) and hepatopancreatic microsporidiosis (HPM)): Two threats to sustainable shrimp aquaculture,data/raw_docs/SEAFDEC_001_DharAK2021.pdf,73,YES
SEAFDEC_002,Status of transboundary diseases of penaeid shrimps in Singapore,data/raw_docs/SEAFDEC_002_Wong2016.pdf,31,YES
SEAFDEC_003,Important diseases and practical control measures in shrimp culture in Japan,data/raw_docs/SEAFDEC_003_Yuasa2016.pdf,37,YES
SEAFDEC_004,Advocating preventive measures that inhibit early mortality syndrome in shrimps,data/raw_docs/SEAFDEC_004_sp15-3.pdf,50,YES
SEAFDEC_005,Status of shrimp health management in Myanmar,data/raw_docs/SEAFDEC_005_WahSLP2016.pdf,26,YES
SEAFDEC_006,Status of acute hepatopancreatic necrosis disease (AHPND) of cultured shrimps in the Philippines,data/raw_docs/SEAFDEC_006_Apostol2016.pdf,40,YES
SEAFDEC_007,"Draft genome sequence of Vibrio parahaemolyticus strain PH1339, which causes acute hepatopancreatic necrosis disease in shrimp in the Philippines",data/raw_docs/SEAFDEC_007_Penir2019.pdf,11,YES
SEAFDEC_008,Current status and impact of early mortality syndrome (EMS)/acute hepatopancreatic necrosis disease (AHPND) and hepatopancreatic microsporidiosis (HPM) outbreaks on Thailand’s shrimp farming,data/raw_docs/SEAFDEC_008_Putth2016.pdf,40,YES
SEAFDEC_009,Current status of acute hepatopancreatic necrosis disease (AHPND) and other transboundary diseases of farmed shrimps in Indonesia,data/raw_docs/SEAFDEC_009_Hastuti2016.pdf,36,YES
SEAFDEC_010,Latest research on acute hepatopancreatic necrosis disease (AHPND) of penaeid shrimps,data/raw_docs/SEAFDEC_010_Hirono2016.pdf,34,YES
SEAFDEC_011,Current status of acute hepatopancreatic necrosis disease (AHPND) of farmed shrimp in Malaysia,data/raw_docs/SEAFDEC_011_Kua2016.pdf,26,YES
TB_001,Giải pháp an toàn sinh học trong nuôi tôm,data/raw_docs/TB_001_NyanTawCRSDCaMau.pdf,31,YES
TB_002,"Công nghệ gen và chọn giống tôm kháng bệnh, tiềm năng và thách thức",data/raw_docs/TB_002_cong_nghe_gen_va_chon_giong_tom_khang_benh.pdf,9,YES
TB_003,Cơ chế cơ bản của nhiễm đơn lẻ và đồng nhiễm DIV1 và WSSV ở tôm thẻ chân trắng,data/raw_docs/TB_003_co_che_co_ban_cua_nhiem_don_le_va_dong_nhiem_DIV1_va_WSSV_o_tom_the_chan_trang.pdf,19,YES
TB_004,Mối tương tác vật chủ-bệnh nguyên động và các mục tiêu kháng vi-rút tiềm năng trong quá trình nhiễm vi-rút hoại tử cơ ở tôm thẻ chân trắng,data/raw_docs/TB_004_hoai_tu_co_o_tom_the_chan_trang.pdf,17,YES
TB_005,"Sự hiện diện của bệnh đốm trắng, hoại tử gan tụy cấp và vi bào tử trùng trên tôm giống và tôm nuôi thương phẩm tại một số tỉnh khu vực ĐBSCL từ năm 2022-2024",data/raw_docs/TB_005_su_hien_dien_cua_benh_dom_trang_va_EHP_va_AHPND_tai_DBSCL_2022_2024.pdf,5,YES
TB_006,Hoại tử cơ (IMNV) trên tôm và chiến lược kiểm soát,data/raw_docs/TB_006_hoai_tu_co_IMNV_tren_tom_va_chien_luoc_kiem_soat.pdf,16,YES
TB_007,Bệnh đốm trắng ở tôm nuôi và công nghệ nuôi tôm nhằm phòng bệnh đốm trắng,data/raw_docs/TB_007_benh_dom_trang_o_tom_nuoi_va_cong_nghe_nuoi_tom_nham_phong_benh_dom_trang.pdf,18,YES
TCKHTS_001,"Thực trạng môi trường và dịch bệnh tại vùng nuôi tôm trên cát ở Thạch Hà, Cẩm Xuyên và Nghi Xuân, Hà Tĩnh",data/raw_docs/TCKHTS_001.pdf,40,YES
TCKHTS_002,"Mô hình phòng, trị bệnh sữa, bệnh đỏ thân trên tôm hùm nuôi lồng tại các tỉnh Nam Trung Bộ",data/raw_docs/TCKHTS_002_phong_tri_benh_sua_do_than_tom_hum_nam_trung_bo.pdf,30,YES
TCKHTS_003,Tình hình cung cấp con giống tôm hùm bông (Panulirus ornatus) ở Việt Nam: hiện trạng và trở ngại,data/raw_docs/TCKHTS_003_cung_cap_con_giong_tom_hum_bong_viet_nam.pdf,50,YES
TCKHTS_004,"Thực trạng, tiềm năng và giải pháp phát triển nuôi tôm trên cát ở khu vực miền Trung",data/raw_docs/TCKHTS_004_nuoi_tom_tren_cat_mien_trung.pdf,48,YES
TCKHTS_005,Tổng quan Decapod iridescent virus 1 (DIV1) gây bệnh ở tôm,data/raw_docs/TCKHTS_005_tong_quan_div1_gay_benh_o_tom.pdf,37,YES
TCKHTS_006,Phân lập và định danh vi khuẩn Photobacterium damselae gây bệnh trên cá chim vây vàng tại Khánh Hòa bằng phương pháp sinh hóa và phân tử,data/raw_docs/TCKHTS_006_photobacterium_ca_chim_vay_vang_khanh_hoa.pdf,39,YES
TCKHTS_007,Một số đặc điểm sinh học của vi khuẩn Vibrio harveyi gây bệnh xuất huyết lở loét ở cá chẽm nuôi tại Khánh Hòa,data/raw_docs/TCKHTS_007_vibrio_harveyi_ca_chem_khanh_hoa.pdf,28,YES
TCKHTS_008,Bệnh mù mắt do liên cầu khuẩn gây ra ở cá bớp nuôi tại Khánh Hòa,data/raw_docs/TCKHTS_008_streptococcus_iniae_ca_bop_khanh_hoa.pdf,23,YES
TCKHTS_009,"Nghiên cứu mối quan hệ phát sinh loài của sán lá song chủ ký sinh trên cá chẽm (Lates calcarifer Bloch, 1790) nuôi tại Khánh Hòa",data/raw_docs/TCKHTS_009_san_la_song_chu_ca_chem_khanh_hoa.pdf,37,YES
TCTS_001,Các bệnh thường gặp trên tôm nước lợ và biện pháp phòng chống hiệu quả,data/raw_docs/TCTS_001_024286.pdf,22,YES
TCTS_002,Quy trình kiểm soát Rickettsia-like bacteria (RLB) gây bệnh sữa trên tôm hùm (Panulirus spp.) nuôi lồng,data/raw_docs/TCTS_002_quy_trinh_kiem_soat_rlb_benh_sua_tom_hum.pdf,15,YES
TNU_JST_001,Điều tra độc lực của vi khuẩn Vibrio parahaemolyticus gây bệnh trên tôm thẻ chân trắng,data/raw_docs/TNU_JST_001_doc_luc_vibrio_tom_the_chan_trang.pdf,45,YES
VAP_001,Ô nhiễm môi trường trầm tích vùng nuôi và rủi ro đối với hoạt động nuôi lồng bè ven biển Nam Trung Bộ,data/raw_docs/VAP_001_o_nhiem_tram_tich_vung_nuoi_long_be_nam_trung_bo.pdf,26,YES
VAWRE_001,Nghiên cứu biến động và giải pháp kiểm soát chất lượng môi trường vùng nuôi tôm tập trung tại Quảng Ninh,data/raw_docs/VAWRE_001_chat_luong_moi_truong_vung_nuoi_tom_quang_ninh.pdf,506,YES
VJAS_001,Nghiên cứu bệnh vi bào tử trùng Enterocytozoon hepatopenaei (EHP) trên tôm thẻ chân trắng nuôi tại Quảng Ninh và Nam Định,data/raw_docs/VJAS_001_ehp_tom_the_quang_ninh_nam_dinh.pdf,41,YES
VJAS_002,Tổng quan về bệnh do vi khuẩn Streptococcus iniae gây ra trên cá biển,data/raw_docs/VJAS_002_streptococcus_iniae_benh_ca_bien.pdf,72,YES
VJMST_001,"Hiện trạng nuôi trồng và khai thác thủy sản tại đầm Thủy Triều huyện Cam Lâm, tỉnh Khánh Hòa",data/raw_docs/VJMST_001_hien_trang_ntts_dam_thuy_trieu_cam_lam.pdf,49,YES
VJMST_003,Đánh giá sức tải môi trường vực nước Thủy Triều - Cam Ranh,data/raw_docs/VJMST_003_suc_tai_moi_truong_thuy_trieu_cam_ranh.pdf,46,YES
YERSIN_001,Đánh giá tính bền vững nghề nuôi tôm tại huyện Ninh Hòa - tỉnh Khánh Hòa,data/raw_docs/YERSIN_001_ben_vung_nghe_nuoi_tom_ninh_hoa.pdf,37,YES
